ID;Beneficio;Compra;Acidez;AcidoCitrico;pH;CloruroSodico;Densidad;Azucar;Sulfatos;Alcohol;Etiqueta;CalifProductor;Clasificacion;Region;PrecioBotella
12739;567;1;0,34;0,49;7,29;0,384;1,01287;6,9;;9,4;MB;5;****;1;3,71
3003;566;1;1,58;0,9;8,54;-0,403;0,99001;5,3;0,54;9,7;m;2;**;3;1,34
4108;566;1;0,93;-0,07;7,77;-0,003;0,99207;8,4;1,31;18,5;R;2;*;3;3,24
10328;566;1;-0,95;0,33;8,39;0,04;0,99276;8,7;1,54;8,8;M;2;**;3;1,85
14092;566;1;0,46;0,14;7,53;0,066;0,93592;8,3;0,52;9,8;r;2;?;2;4,33
11416;565;1;0,19;-1,31;7,61;0,034;0,96765;12,2;-0,56;12,9;R;2;*;1;1,13
12000;565;1;1,33;-1,69;8,35;0,473;0,95734;13,2;;14;R;2;**;2;2,09
5758;565;1;0,1;0,3;7,69;0,372;0,9966;11,5;0,57;11,8;M;3;**;3;1,05
7487;565;1;0,35;0,24;8,09;-0,157;0,98817;5,4;3,52;9,4;M;4;*;1;1,06
1454;565;1;0,28;-0,1;8,55;-0,45;1,001;15;-0,74;15,9;R;2;**;2;3,55
13482;565;1;0,69;0,27;7,36;0,503;0,9948;13;0,35;13,2;R;2;***;1;4,48
6913;564;1;0,27;-0,27;8,45;0,05;0,9868;2,9;0,44;3;B;2;*;1;1,79
4914;564;1;0,56;0,92;8,64;0,071;0,95778;8,2;;9,8;R;3;?;3;2,11
14383;564;1;0,9;0,05;7,54;0,053;0,9879;10,8;-0,48;11,3;R;3;**;1;1,54
11191;564;1;0,25;0,69;7,96;-0,525;0,9954;14;-0,53;14,3;r;3;**;2;5,77
239;564;1;-1,04;-0,38;8,58;0,448;1,0167;8,9;0,66;15,7;R;2;*;1;5,22
13140;564;1;1,67;0,98;8,45;0,037;0,9916;6,6;0,41;11,8;M;2;?;2;1
13484;564;1;0,64;1,74;7,74;0,611;0,9495;9,9;0,54;12,8;r;2;**;1;3,99
9925;564;1;-0,26;-0,98;7,32;999;0,99556;6,1;;6,2;B;2;**;2;1
3505;564;1;-1,25;0,77;8,4;-0,045;0,99436;14;0,39;14,7;b;3;**;1;4,04
13198;564;1;-0,71;0,58;8,42;0,05;0,9752;5,7;2,04;6,7;R;4;?;1;1,38
4818;563;1;0,2;2,76;8,18;0,655;1,02486;15,2;0,82;103;r;4;****;1;1,47
13068;563;1;0,16;1,49;8,18;0,059;1,04236;10,8;0,34;11,3;R;3;**;2;5,28
5692;563;1;0,25;1,13;7,95;-0,256;0,95786;3,1;1,54;10,7;R;3;**;2;1,59
15525;563;1;-0,22;0,5;7,05;0,043;0,96926;15,2;0,53;138;M;3;**;2;1,71
2335;563;1;0,63;0,38;8,37;0,058;0,9979;12,9;0,44;13,3;M;3;**;3;1,09
9506;562;1;0,3;0,42;8,22;0,036;1,01466;8,8;-2,86;9,8;B;2;****;2;2,24
14222;562;1;1,56;0,59;7,84;0,189;0,99282;9,7;1,86;10,2;M;3;**;3;1,12
1963;562;1;0,27;0,18;8,11;0,045;1,001;6,7;0,45;7,1;M;3;*;1;3,33
3455;562;1;0,22;-1,24;8,05;0,04;1,0199;13,2;-0,57;14;R;2;**;3;6,47
5019;562;1;0,24;0,25;8,28;0,083;0,99976;8,7;;9,1;R;2;*;1;1,33
7533;562;1;0,18;0,26;7,67;0,433;0,9893;11,8;-1,1;12,3;R;1;**;2;1,23
1541;561;1;1,46;0,27;8,57;0,288;1,04175;11,2;;12,1;R;3;**;3;1,22
417;561;1;0,145;-0,53;8,61;0,229;0,99012;12,8;0,37;13,9;M;3;*;1;3,71
810;561;1;0,4;-1,07;8,52;0,045;0,9961;9,5;1,39;14;M;3;*;2;1,13
9395;561;1;0,24;0,3;8,04;0,03;0,96328;5,4;0,43;12,4;M;1;**;3;3,51
8665;561;1;0,21;0,29;8,05;-0,362;1,00361;13,6;0,4;14,2;r;1;?;3;1,38
14056;561;1;0;1,82;8,73;0,079;0,9977;3,1;0,45;15,4;B;3;***;3;2,16
8277;560;1;0,5;1,77;8,71;-0,468;1,04259;5,9;0,42;10,9;R;4;**;2;1,69
10480;560;1;0,36;-0,84;7,02;-0,52;0,96293;5,5;2,34;11,1;m;3;**;3;1,2
5209;560;1;0,76;0,67;8,82;0,861;0,9988;9;;13,4;M;8;***;3;1
12616;560;1;0,2;1,99;8,3;-0,072;1,01928;5,6;;8,7;b;3;****;2;4,58
6625;560;1;0,3;0,39;7,58;0,47;1,04237;6,2;0,36;8,6;R;3;?;3;3,27
1300;560;1;0,14;0,57;8,71;-0,374;0,94102;8,4;0,43;12,6;r;0;*;1;1,09
13763;560;1;0,61;-1,11;7,65;-0,302;0,9903;12,3;;13,7;R;3;?;1;6,77
13697;560;1;0,2;0,41;8,51;0,044;0,9954;10,6;0,58;10,9;M;2;**;3;4,55
7629;560;1;1,77;0,49;8,41;-0,303;0,9908;13,5;0,58;14,3;MM;3;*;2;5,71
355;560;1;0,26;0,29;8,18;-0,623;0,99479;9,6;0,56;13,7;R;2;***;1;1,07
7241;560;1;0,2;0,36;8,16;0,044;0,997;9,7;0,46;10;M;4;**;3;3,96
14258;560;1;0,18;0,74;7,07;0,044;0,9996;13,8;2,32;13,9;R;3;**;2;2,18
1254;559;1;0,89;0,23;8,28;-0,123;0,99021;9,7;0,49;12;M;1;*;3;1,33
2563;559;1;1,29;0,22;8,05;0,563;0,99238;6,2;;10,2;B;2;***;2;1,79
6393;559;1;0,46;-0,71;7,6;-0,237;0,9956;4,2;0,25;144;R;3;***;3;3,3
1837;559;1;-0,16;-1,11;7,5;0,033;0,94435;9,3;-0,38;10,2;b;4;**;3;4,41
1614;559;1;-0,4;0,31;8,12;-0,125;1,01627;10,1;0,44;10,3;MM;3;*;1;4,44
10184;559;1;-1,09;0,53;8,36;999;1,01205;8;1,37;9,1;R;2;**;1;1,76
12955;558;1;0,67;-0,34;7,94;0,036;0,98853;9;0,49;149;R;1;***;3;3,88
737;558;1;0,31;1,37;7,87;-0,079;0,92405;12,4;-2,98;13,4;R;3;***;;1,96
11634;558;1;-0,46;0,26;7,82;0,397;0,99194;6,8;-0,48;17,2;m;3;*;3;5,88
6583;558;1;0,035;-0,4;8,06;-0,314;0,99495;8,3;0,68;15,1;R;1;*;3;1,91
10071;558;1;0,25;1,69;8,3;0,053;0,99404;13;0,62;13,2;B;4;**;2;2,94
12427;558;1;0,26;0,21;8,3;0,026;1,0336;10,9;0,38;11,3;R;2;***;3;5,85
6185;558;1;0,31;-1,01;8,23;-0,281;0,99189;15;;15,5;r;2;***;2;1,71
12641;558;1;0,22;-0,63;7,43;0,041;0,99403;13,6;0,21;14,6;B;1;**;2;2,52
8605;558;1;1,28;0,46;8,39;0,053;1,02065;13,2;-1,17;14,2;R;4;***;2;1,67
3878;558;1;-0,63;1,57;8,23;0,033;1,02704;6,3;0,32;6,8;R;2;*;1;2,79
12636;557;1;0,88;0,04;7,99;0,077;1,02101;8,9;;9,4;m;2;**;1;1,56
10530;557;1;-0,6;0,34;8,13;-0,098;0,98948;9,6;1,93;18,4;R;1;**;1;1,94
13750;557;1;0,5;0,3;8,25;0,124;0,9953;9,2;1,89;9,3;r;3;?;1;1,21
13270;557;1;0,16;0,73;8,11;0,532;0,9866;10,3;0,38;10,6;M;2;?;2;1,62
14445;557;1;0,56;-1,26;8,54;0,066;0,9627;7,8;;9,4;R;3;**;1;2,48
7416;557;1;-0,46;-2,87;7,66;0,077;0,97792;13,4;-0,53;14,2;B;2;***;1;1,15
8169;556;1;1,37;1,54;8,66;0,04;1,02163;6,8;-1;8,3;R;2;*;3;1,62
10998;556;1;-0,58;0,29;8,36;0,051;0,98529;9,7;-0,36;10,1;M;2;***;2;2,1
2840;556;1;0,88;0,33;7,05;0,123;0,99268;3,5;0,49;9,6;B;1;***;1;1,94
3965;556;1;0,26;0,21;8,63;-0,164;0,99034;9,2;-0,67;9,9;R;2;?;1;1,38
12854;556;1;0,71;-0,12;8,42;0,385;0,99173;11,1;0,49;11,7;M;2;*;1;5,5
6734;556;1;-0,19;0,29;7,66;0,046;0,9952;7,8;0,53;10,1;B;2;**;1;2,79
12586;556;1;-0,38;0,35;8,68;0,047;0,99111;5,7;0,7;7;R;2;****;2;1,77
14950;556;1;0,27;0,31;7,72;0,046;0,99324;5,9;-0,59;8,7;R;3;**;1;6,01
3850;555;1;-0,79;-0,99;8,45;0,052;0,99596;9,6;0,96;13,8;R;1;****;3;1,26
9162;555;1;0,26;0,47;8,8;0,521;0,9944;5,9;0,18;9,7;B;3;*;3;1,11
11878;555;1;-1,2;0,49;8,14;0,046;1,03714;9,3;2,1;10,2;R;2;*;3;1,81
14686;555;1;-0,01;0,44;8,22;0,503;0,9952;10,3;-0,88;10,7;R;3;*;1;1,58
6375;555;1;1,65;0,49;8,6;0,042;0,9944;8,6;0,41;8,9;R;4;*;1;2,6
8879;555;1;0,91;-1,27;8,84;0,058;0,96961;7,1;-0,6;11,7;M;1;*;3;1,04
6444;555;1;1,77;0,25;7,45;0,457;1,00061;7,7;-0,8;8,5;B;2;*;3;1,63
15015;555;1;-0,21;0,91;8,36;0,043;1,00606;14,2;0,47;15,2;b;3;**;1;1,85
6077;554;1;1,59;0,28;8,43;-0,161;1,03796;10,1;-2,76;12,2;R;2;***;2;3,03
4960;554;1;0,99;0,22;8,51;0,021;0,97602;7,8;0,91;12,7;m;3;**;2;2,09
4127;554;1;0,29;0,2;7,95;0,046;0,99582;10,1;0,52;10,2;r;3;*;3;1,72
6423;554;1;2,28;-0,71;7,77;0,049;0,97626;11,8;0,3;104;r;3;****;2;1
5181;554;1;1,6;0,34;8,45;999;0,98277;8,2;;15,9;M;2;**;3;1,04
11784;554;1;-0,64;0,52;8,69;-0,136;0,99788;13,2;;20,4;R;3;**;2;2,5
12212;554;1;0,42;-1,2;7,38;-0,417;1,04054;7,8;0,57;17,1;MM;4;**;2;2,17
9628;553;1;0,25;2;8,53;0,035;0,9918;7,9;1,69;9,3;b;3;**;2;3,09
14990;553;1;0,34;0,44;7,84;0,052;0,9955;6,8;0,41;9,6;R;3;*;2;4,14
11936;553;1;-0,41;0,05;7,34;-0,27;0,96284;7,6;-0,95;16,1;r;2;*;1;4,18
7124;552;1;0,42;0,33;7,53;-0,392;0,99;10,2;1,96;16,2;R;2;**;1;2,82
14766;552;1;0,52;1,38;7,54;0,094;0,94722;8,8;0,62;9,1;r;3;**;1;3,31
29;552;1;0,35;0,67;7,12;0,333;0,98345;8,7;1,7;8,8;b;3;?;2;2,52
14623;552;1;-1,16;0,28;8,31;0,042;0,9928;15,4;-0,44;16,1;R;3;*;2;4,29
15463;552;1;-0,5;0,25;8,52;0,03;1,03197;13,2;0,44;114;M;3;*;2;2,25
8173;552;1;-0,58;1,1;6,71;0,053;0,96551;10,4;-1,11;11,2;R;1;?;2;1,59
14739;552;1;1,18;-0,25;7,98;0,031;0,98987;10,4;1,11;12,4;R;2;**;2;2,28
13175;551;1;0,32;0,42;8,54;0,051;0,9956;11;0,25;11,8;B;2;**;3;5,67
8526;551;1;1,47;0,13;7,37;0,076;0,9973;9,5;-1;23,4;R;2;*;3;1,03
7627;551;1;0,67;0,2;7,89;-0,388;0,98964;13;0,42;13,5;B;2;**;3;1,83
12169;551;1;0,42;0,48;7,85;0,192;1,04375;13,8;0,29;13,9;R;6;***;2;1
4346;551;1;0,24;0,78;8,38;0,469;0,9926;11;0,99;11,2;r;5;**;2;2,77
8176;551;1;0,28;0,36;8,34;0,496;0,9893;9,7;0,39;12,4;M;3;**;3;1,53
12617;551;1;0,32;0,45;8,14;-0,536;0,99134;12,7;1,01;117;R;2;***;3;1,95
4600;551;1;0,64;0,23;7,91;0,114;0,99538;9,3;-2,46;10,9;B;3;*;2;1,98
2770;550;1;0,92;-0,42;8,34;0,087;0,99045;10,4;0,44;11;R;6;**;2;1,15
8192;550;1;1,99;1,63;8,8;0,482;1,02897;10,4;-0,8;12,8;R;2;**;1;1
6819;550;1;0,27;0,34;8,05;0,029;0,99669;7,4;0,48;12,1;B;5;**;2;1,1
8201;550;1;0,19;-0,12;7,17;0,038;0,99546;6,8;-0,76;10,7;B;2;***;1;4,1
6334;550;1;0,21;0,81;8,21;-0,464;0,99381;12;1,42;12,6;M;3;*;3;2,8
1369;550;1;0,17;0,41;7,67;0,052;0,99228;13,8;-0,19;14,5;R;3;*;2;3,08
6559;550;1;0,24;0,4;8,23;0,056;1,00786;9,5;0,64;9,7;R;4;**;2;1,31
2630;550;1;1,14;-0,92;7,67;0,045;1,01143;9,5;1,93;9,7;R;4;*;3;1,76
1789;550;1;0,32;0,23;8,23;0,122;1,06583;10,7;0,62;13,2;B;3;*;2;1,19
987;549;1;-0,22;0,33;8,05;999;0,98945;2,9;-1,15;11;R;2;**;3;1,24
6466;549;1;1,18;2,49;8,79;0,661;0,97478;10,5;0,56;11,3;r;2;?;2;1,62
7367;549;1;1,45;-0,54;7,91;999;1,00994;4,6;;8,7;R;3;?;2;1,67
4745;549;1;0,26;3,52;8,19;-0,029;0,9976;9,9;2,01;10,2;mm;4;?;2;1,03
529;549;1;-0,05;1,56;8,63;0,335;0,9934;8,7;0,52;9,2;R;2;*;3;1,49
2427;548;1;-1,11;0,21;7,79;0,212;0,9927;12,1;-1,01;13;M;2;**;2;3,08
10013;548;1;-0,89;0,35;6,82;0,047;1,01361;4,6;0,72;5,1;M;2;***;3;1,14
424;548;1;0,29;1,62;8,58;0,024;0,98923;13,1;0,59;13,8;M;2;*;1;3,51
14343;548;1;1,52;0,35;7,96;999;0,99524;3,7;-0,4;11,8;r;4;*;1;3,31
11649;548;1;0,21;0,24;8,42;0,108;0,995;9;0,68;11,3;R;1;**;2;2,62
10282;548;1;0;-1,13;8,5;0,544;0,99786;10,1;0,52;10,2;B;7;***;2;1,79
3919;548;1;0,41;1,1;8,34;0,052;0,9946;7,5;0,04;-2;R;2;?;3;3,1
15801;548;1;1,16;1,65;6,93;999;0,99305;8,8;1,54;11;M;2;**;3;1,05
13546;548;1;-0,55;1,59;7,44;-0,457;1,03425;8;0,52;12,5;R;3;?;2;4,92
2548;548;1;0,4;0,02;8,5;0,047;1,07757;10,9;;11,2;M;2;*;3;5,59
9999;548;1;0,42;0,77;8,01;0,038;1,02807;11,7;0,56;11,9;M;3;**;3;1,29
2987;548;1;0,46;0,18;8,01;0,034;0,9896;11,3;-2,69;13,3;R;2;**;1;1,28
15719;547;1;1,75;1,1;8,92;0,039;0,9908;9,7;1,15;11;B;3;?;3;3,87
4780;547;1;-0,58;0,26;7,73;0,044;0,9949;9,7;0,47;10,6;B;2;*;1;2,97
5409;547;1;0,83;1,01;7,66;0,034;0,992;10,4;-0,26;10,6;R;2;?;;2,87
3166;547;1;0,38;0,32;8,05;0,242;0,9932;8,6;0,81;9,5;r;3;***;2;2,59
13732;546;1;-0,74;-0,22;7,08;0,15;1,01448;17,5;1,13;17,6;R;4;***;1;6,11
12461;546;1;0,23;0,26;8,2;-0,403;0,99577;8,3;0,55;10,2;R;2;**;3;1,81
12007;546;1;0,29;0,36;8,32;-0,276;1,03556;9,8;0,49;10,3;B;3;***;3;1,58
2040;546;1;0,28;-0,2;8,13;-0,225;0,94491;10,2;0,46;10,5;R;2;*;2;1,93
12920;546;1;0,2;0,14;7,8;0,184;0,99396;7,7;1,13;15,4;M;2;*;2;2,31
8294;546;1;0,25;1,29;8,37;0,041;0,9969;12,1;0,7;12,9;b;3;****;1;3,11
12180;546;1;0,85;0,29;8,09;0,097;0,96817;8,6;-0,84;8,8;R;2;***;1;1,96
10508;545;1;0,43;0,31;8,08;-0,399;0,9987;9,8;3,41;13,8;M;5;?;2;3,16
12311;545;1;1,78;1,46;7,14;0,053;0,972;6,8;;13,5;R;2;**;2;4,12
8825;545;1;0,22;0,38;7,81;0,059;1,02455;14,2;;15,2;M;3;?;3;2,08
4880;545;1;0,21;0,49;7,92;0,046;0,96798;7;-0,24;9,5;B;6;**;3;2,74
2341;545;1;0,33;1,36;8,67;0,045;0,99017;6,1;0,52;9,2;R;2;*;2;2,46
3559;545;1;0,69;1,16;8,48;0,037;0,99884;8,3;0,57;8,4;r;2;**;3;1,69
7505;544;1;2;-0,38;8,04;0,05;0,98916;11,8;;12,5;B;3;*;2;3,38
4029;544;1;1,63;3,5;8,16;0,044;0,98255;9,5;1,42;9,6;B;3;***;2;6,7
4448;544;1;0,89;0,33;7,63;0,207;0,99692;9,7;0,58;10,3;R;3;**;1;5,12
11635;544;1;0,12;1,79;7,47;0,357;0,94942;14;;15,7;R;2;***;1;4,94
13978;544;1;0,3;-1,47;7,67;-0,127;1,00768;14,6;-0,28;14,8;R;4;*;2;2,53
3815;543;1;0,23;0,34;8,2;0,608;0,9174;6,3;-0,5;9,7;R;2;***;2;2,15
6742;543;1;0,32;0,38;7,04;0,033;0,96755;7,1;-0,24;11,8;R;1;**;1;1,83
3447;543;1;-0,63;0,52;8,5;0,532;0,97835;14,1;-0,26;14,8;r;2;**;2;1,66
2837;543;1;0,34;0,25;8,11;0,059;1,02835;13,1;0,56;14,1;M;2;**;1;1,94
15777;543;1;-1,02;0,42;7,76;0,066;1,0125;7,2;0,44;7,4;B;3;**;1;1,68
3492;543;1;0,39;0,23;8,01;0,084;0,99364;12,1;-0,72;12,5;MB;3;****;3;2,95
8626;542;1;0,28;0,36;7,23;0,038;0,98121;4,5;0,02;11,6;B;2;***;2;2,54
15453;542;1;0,26;-0,82;7,63;-0,357;0,98944;8,5;2,34;14,3;R;2;***;2;1,22
8892;542;1;0,3;-0,55;7,12;0,032;0,9916;11,7;0,47;12,3;M;2;*;1;2,73
7553;542;1;0,1;-1,11;7,92;0,037;1,01306;10,2;0,58;16,5;R;3;**;2;1,83
15531;542;1;-0,09;0,9;8,11;0,04;0,999;11,7;-1,13;12,5;r;3;*;3;2,96
16039;542;1;0,41;0,56;8,47;0,238;0,99119;7,8;0,62;8,1;b;1;**;1;5,29
1076;541;1;0,38;0,6;7,73;0,136;1,02719;10,7;0,86;11,2;B;2;*;2;1,38
6917;541;1;0,29;1,73;6,95;0,128;0,9949;6,6;;10,3;M;3;**;2;1,58
9881;541;1;-0,93;-0,6;8,68;0,042;0,99726;8,1;-1,03;10,4;R;3;**;3;2,67
16106;541;1;-0,41;0,21;7,83;-0,423;0,99355;13,3;-0,29;14;R;2;*;3;4,71
2163;541;1;-0,37;0,23;8,42;0,697;0,994;5,6;0,52;13,6;R;2;*;1;1,27
2639;541;1;0,07;-0,69;7,35;0,029;1,02422;6,6;2,21;12,6;M;3;**;2;3,24
8968;540;1;1,74;0,57;8,37;0,114;0,94369;10,1;-0,17;10,4;R;2;**;3;2,03
10935;540;1;0,91;0,33;8,71;0,028;1,01575;7,2;1,41;12;R;2;**;2;2,79
1597;540;1;0,655;-0,63;8,29;999;0,94132;6,8;0,83;8,9;R;5;**;1;1,45
11117;540;1;0,16;-0,04;7,74;0,138;0,97866;10,9;0,55;11,6;B;3;***;;1,61
263;540;1;0,18;0,28;7,13;0,041;0,99207;13,6;0,45;14,6;R;2;**;3;5,86
2993;540;1;1,57;1,94;7,75;0,402;1,0825;6,3;-0,89;10,4;r;3;*;3;1,68
5939;540;1;0,62;-0,44;8,37;0,06;0,95993;10,5;1,88;10,6;B;2;*;1;2,41
10724;540;1;-1,29;0,27;8,12;0,05;0,94756;11,3;0,43;11,8;R;3;***;1;2,03
12051;539;1;0,26;-1,31;7,57;0,956;1,01906;8,7;1,9;8,9;r;1;*;1;2,87
3482;539;1;-1,15;-0,24;8,08;0,057;0,96661;9,9;2,01;10,7;B;2;***;1;2,08
8333;539;1;0,27;2;8,05;-0,159;0,99694;6,5;1,84;8,1;M;4;*;3;3,88
7035;539;1;1,85;0,45;8,55;0,057;0,96637;6,1;0,57;20,6;R;3;*;2;3,68
3549;539;1;1,5;0,23;8,55;0,483;0,9936;8;0,43;9,8;B;2;**;3;3,13
4754;539;1;-0,41;0,33;7,72;0,03;0,9765;12,2;2,04;13,8;R;1;****;2;1,36
11895;538;1;0,17;0,51;7,33;0,023;1,00757;8,9;-1,15;10,1;R;3;*;2;3,36
2604;538;1;0,49;1,69;7,34;0,074;0,99706;10,4;;10,7;R;3;*;2;4,31
13466;538;1;0,34;0,29;8,32;0,04;0,9965;6,4;-0,75;6,8;m;3;*;2;2,69
13892;538;1;0,18;0,16;7,31;-0,412;0,9974;10,9;0,45;11,5;R;3;*;2;11,44
2364;538;1;0,61;0,1;8,19;-0,038;0,9906;8;0,51;11,2;M;1;*;1;2,49
2998;538;1;1,5;-0,55;7,31;-0,348;0,97311;7,3;0,4;11,5;R;1;**;2;4,56
6662;537;1;1,42;3,07;7,72;0,029;0,98234;7,3;0,91;14,5;B;3;***;3;1,91
12931;537;1;-1,09;1,32;8,5;-0,253;1,04263;12,4;0,48;124;B;3;**;2;1,38
3360;537;1;-0,32;0,56;8,3;-0,076;0,9959;8;0,47;8,6;r;2;**;1;2,56
4552;537;1;1,7;0,18;8,44;0,096;0,99771;8,5;0,72;110;R;2;*;2;1
4710;537;1;0,72;0,18;8,65;0,033;1,02552;13,9;1,31;14,6;R;4;****;1;1
7328;537;1;-0,65;0,35;8,12;-0,2;0,99244;6,9;0,42;17,5;r;3;***;1;6,03
3650;537;1;1,43;1,37;8,48;1,135;0,95075;8,3;0,69;8,7;B;3;*;2;1,85
12613;537;1;1,48;0,34;8,71;0,158;0,991;9,1;;12,3;M;3;***;3;1,34
8235;537;1;-1,11;1,67;8,55;0,28;0,99884;7;0,87;16,2;M;2;?;2;3,93
15492;536;1;1,47;1,81;8,2;0,047;0,98016;9,7;0,7;11,4;M;2;*;2;1,38
1643;536;1;0,15;0,92;8,46;999;0,99512;9,7;1,18;10;B;2;**;2;2,88
6014;536;1;0,22;0,25;8,23;0,056;0,9647;3,7;0,36;9,4;m;1;*;3;2,76
16071;536;1;0,73;-1,36;7,41;0,049;0,9497;6,8;0,15;6,9;B;3;?;2;5,16
595;536;1;0,2;0,36;8,31;0,066;0,995;10,8;2,2;10,9;M;3;**;2;1,63
6530;536;1;1,08;0,4;8,11;-0,539;0,98928;8,2;0,79;10,7;M;2;**;3;2,92
10357;536;1;-0,94;0,26;7,64;0,046;1,02363;10,8;-1,02;11,1;R;2;*;1;2,49
13360;535;1;0,21;-1,25;7,55;-0,156;0,98249;3,1;0,5;16,7;B;2;***;2;2,56
4189;535;1;-0,94;-0,38;8,62;-0,252;0,99035;8,6;0,43;14,4;b;4;**;2;1,82
13420;535;1;0,25;-0,76;7,92;0,047;0,9933;8;0,44;10,5;R;3;*;1;2,39
3248;535;1;0,35;-0,74;7,75;0,21;0,96986;7,8;0,47;9,4;B;2;****;2;1,38
7696;535;1;1,28;0,85;7,66;0,274;0,97597;7,7;0,7;10,4;B;2;**;2;2,22
8493;534;1;0,26;0,3;8,19;0,421;0,9928;13,1;-0,37;14;R;1;?;1;5,47
13204;534;1;0,27;1,59;8,61;0,05;0,99138;12,7;-0,85;12,8;R;3;*;1;5,07
13965;534;1;0,26;-0,07;7,9;0,039;1,00392;8,6;0,52;12,2;R;1;*;3;3,74
7591;534;1;1,23;-2,81;8,33;0,468;0,993;9,6;-2,71;10,4;m;3;*;2;1,22
11840;534;1;-0,01;1,06;7,81;0,038;1,03838;6;1,12;11,3;R;1;***;2;2,41
442;534;1;1,12;0,27;8,41;-0,407;0,99172;8,6;1,09;12,3;R;3;***;1;6,59
8677;534;1;0,24;0,49;8,7;0,038;0,9952;9,2;0,33;10,6;M;4;*;3;1,86
12238;534;1;0,15;1,3;8,51;0,046;0,97673;11;1,48;11,9;M;2;?;3;1,15
12411;534;1;0,9;0,08;7,43;0,046;0,9958;13;0,45;13,1;MB;2;**;1;5,69
4090;534;1;0,995;-1,02;8,37;0,034;0,9964;9,3;0,63;9,4;M;1;**;3;6,43
1846;534;1;1,41;-2,98;8,04;0,479;1,05008;6,5;1,4;16,1;R;4;***;2;3,36
681;533;1;-1,04;-0,38;8,37;0,036;0,99006;3,7;0,66;9,7;M;2;**;2;1
10781;533;1;-0,92;0,49;8,42;999;0,98327;9,2;0,46;12,5;m;3;**;3;2,72
5827;533;1;-0,42;-2,44;7,62;999;0,94264;9,3;0,47;11,5;B;2;***;2;1,18
15804;533;1;0,27;-1,14;8,71;0,045;0,99364;4,5;0,84;10,1;R;2;***;;3,38
12426;533;1;1,75;0,04;8,5;0,763;1,0134;8,1;;13;M;4;*;2;2,46
4156;533;1;0,6;2,06;8,61;-1,1;1,00872;2,3;2,12;7,3;R;9;*;3;1,51
14971;533;1;0,9;-0,62;8,54;-0,903;0,9979;13;0,45;13,4;M;2;**;1;2,17
1434;533;1;0,26;0,38;8,39;0,159;1,04007;13;-1,2;13,2;r;3;**;3;1,91
14986;532;1;0,21;0,29;8,18;0,19;0,99183;12,7;1,57;13,7;M;2;**;1;2,28
546;532;1;0,28;-0,96;7,72;0,615;0,90037;8,4;1,12;9,4;R;3;**;2;1,2
12249;532;1;0,25;0,29;8,79;0,151;0,9952;6,3;0,54;10,2;M;2;**;3;2,97
9781;532;1;-0,72;0,62;7,42;0,044;0,97107;9,9;-1,19;17;R;2;*;2;4,42
7691;532;1;-1,17;1,1;8,38;0,306;0,9915;13;;120;m;2;*;2;1,15
9133;532;1;0,32;0,61;7,93;0,041;0,99794;10,1;-0,78;10,4;b;4;?;2;4,23
143;532;1;0,19;1,1;8,04;0,061;0,97994;6,7;-0,38;9,3;r;3;**;2;1,56
1917;532;1;0,23;0,3;8,56;999;0,95926;10,2;0,07;139;R;2;**;2;2,21
1772;532;1;-0,61;1,23;7,52;-0,788;1,08967;6,1;0,55;9,9;R;2;**;;3,4
1444;532;1;0,2;0,74;7,74;-0,597;0,9931;5,8;1,58;10,2;R;3;*;1;3,36
2432;532;1;0,23;0,29;7,55;-0,164;1,00089;8,6;0,41;9,1;R;1;**;3;2,46
11651;531;1;-0,38;0,37;7,92;0,04;1,02097;10,8;0,96;12,2;R;2;**;3;1,7
15504;531;1;0,55;-0,54;7,42;0,028;0,9914;7,1;1,34;11,7;r;2;***;3;1,7
13301;531;1;0,29;0,98;7,68;0,036;0,99712;9,2;0,48;9,9;R;2;**;1;1,28
10852;530;1;0,67;1,62;7,94;-0,43;0,99919;8,4;-0,32;11,1;R;2;**;2;4,25
2132;530;1;0,38;-0,3;7,97;1,057;0,9934;14,2;-0,01;15,1;R;2;**;3;4,62
2601;530;1;0,41;0,23;8,27;0,919;0,99928;9,3;0,49;9,7;R;3;**;1;1,96
7237;530;1;0,33;0,7;7,09;-0,289;0,9889;5,9;1,69;13;R;2;*;2;3,02
2488;530;1;1,73;-1,24;8,23;0,091;1,01264;9,3;-0,22;9,9;R;3;***;3;1,92
7880;529;1;0,22;0,39;8,17;0,049;0,99346;10,4;0,47;23;M;2;***;1;1,57
15493;529;1;0,21;0,87;7,84;0,047;0,995;7,7;0,72;111;R;1;**;1;4,08
9724;529;1;1,42;0,27;7,94;0,267;1,03206;8,9;0,12;10,5;M;1;**;2;1,54
1550;529;1;0,7;0,34;8,82;-0,538;0,97745;10,2;3,15;10,7;B;3;***;3;3,22
7989;529;1;0,67;0,02;8,52;-0,348;0,97486;5,1;0,82;8,1;M;2;**;3;4,15
4434;529;1;0,64;0,2;7,88;0,052;0,9935;6,8;0,54;10,8;R;2;*;2;1,7
1580;529;1;0,27;-0,49;8,17;999;1,02652;11,1;0,48;12;R;2;**;2;2,5
2174;528;1;0,29;0,07;7,89;-0,273;1,00749;12,8;2,29;13,4;R;3;*;3;4,61
4595;528;1;0,28;-0,46;7,78;0,298;1,03878;8,3;0,74;10,4;M;2;***;1;5,85
10133;528;1;0,25;1,08;7,59;-0,9;0,99319;9,6;0,02;11;M;3;*;2;1,92
