sample_id,tumor_1_normal_2,ARHGEF10L,HIF3A,RNF17,RNF10,RNF11,RNF13,GTF2IP1,REM1,MTVR2,RTN4RL2,C16orf13,C16orf11,FGFR1OP2,TSKS,ATRX,PMM2,LOC100272146,ASS1,NCBP1,ZNF709,ZNF708,RBM14,NCBP2,DISC1,CAMK1,RPL37,SPR,ZNF700,ZNF707,CAMK4,ZNF704,LOC339240,GOLGA6B,RNF115,RNF112,ZC3H14,SPN,HMGCLL1,NACAP1,LRRTM1,GRIN1,RBMY1A3P,DHX8,DHX9,LOC441204,TCOF1,LRRTM3,NUP98,XPC,SLC12A2,GRINA,LRRTM2,NUP93,HAP1,KLRA1,CAMKV,SPPL3,GOLIM4,ZNF646,OPA3,OPA1,RHEB,RAB40C,RAB40B,RAB40A,COL7A1,MDP1,GTSE1,FAM183A,ARFRP1,OVCH1,FAM183B,PSAP,KIAA0831,SPPL2A,SLC46A1,TGFBR2,ITGA8,ITGA9,STK40,MYO3B,ATP2A1,ATP2A2,ATP2A3,ITGA1,ITGA2,ITGA3,ITGA4,ITGA5,ITGA6,ITGA7,TRHR,LOC100132288,DENND4A,DENND4B,DENND4C,SWAP70,RARRES1,LOC100132287,PHLDA3,PHLDA2,TACO1,PMM1,GAP43,NENF,SQLE,MRPL28,LOC100289341,FBXL13,FBXL12,FBXL15,CYP27B1,FBXL17,FBXL16,FAM169A,FAM116B,FAM116A,FAM169B,RALGAPA2,GHDC,H19,SDK2,GRP,TPRN,THSD4,KIAA0895L,CHST9,CHST8,COL4A5,COL4A4,COL4A3,COL4A2,COL4A1,SLC35D2,CHST1,ZNF879,CHST3,CHST2,CHST5,CHST4,CHST7,CHST6,ITGAX,OR8J1,SNORD115-17,BCL2A1,GPSM2,HLCS,NOG,LIPG,ITGAV,HIBCH,ZNF703,ITGAL,ITGAM,LOC286359,HLF,NOV,FAM134C,FAM134B,FAM134A,SERPING1,SMAD9,TRERF1,LOC653501,LRPAP1,LQK1,SMAD6,SMAD7,GOLPH3L,SMAD1,AFTPH,SMAD3,MUS81,AMMECR1L,IL1RAPL1,TMPRSS11B,IGF2R,TMPRSS11D,TMPRSS11F,ZC3H10,RAD21L1,IL1RAPL2,SLC36A3,CKS1B,SLC36A1,ST13,RPL31P11,C14orf115,ZC3H15,TMEM213,C14orf118,ARTN,ART1,HRH3,ART3,HERC2P2,ART5,ART4,LIPG
TCGA-AC-A2FF-11,2,9.8048,6.7021,1.4205,11.7472,11.331,10.4485,12.4873,6.4113,0,4.8552,8.641,0,9.0829,1.0826,11.3107,9.6243,5.9523,10.4864,10.2735,7.3245,7.996,10.2625,10.9052,8.0308,8.51,13.9106,9.1695,8.4386,7.4076,4.2176,8.7148,0,0.8784,8.8318,4.105,10.5054,8.8737,6.3032,6.9954,0,4.4195,0,10.4212,12.3351,5.5407,10.0005,0,11.5171,10.3605,12.176,12.0201,6.4066,9.8884,5.5834,5.8087,2.5237,10.5662,9.82,9.0183,9.2095,10.723,9.8164,8.4877,8.9813,2.4519,9.3982,7.3711,6.8102,1.5637,8.8823,1.9239,0.8784,15.5394,9.2922,9.4744,10.0406,12.6987,5.7273,9.0687,10.5126,3.8494,2.78,12.6654,9.6158,9.9922,11.3831,11.933,9.7569,10.905,12.5022,8.5265,0,9.2806,9.4148,9.7411,10.7389,11.1466,11.0352,7.332,9.4383,6.6628,8.2997,8.5232,4.7088,9.9783,9.6508,9.2871,5.2959,4.033,8.3475,6.5893,6.016,9.5108,6.6826,7.2148,7.3494,9.5762,0,9.3856,9.307,8.9359,9.5387,6.8351,7.9281,12.045,8.051,7.6315,4.8828,10.7778,6.6904,4.493,13.0254,12.3465,8.6268,8.7887,6.8174,10.492,9.1153,3.1036,3.3136,6.5512,5.7942,9.3341,0,0,6.8562,8.3383,9.9431,4.3813,6.8939,11.9237,9.6291,8.4398,9.2082,8.6349,0,8.9531,8.5844,10.8554,8.5045,11.2635,12.9021,5.9909,8.895,8.0624,10.5855,4.6933,5.9845,9.0183,10.0542,10.2966,10.4777,10.8301,8.7499,9.8364,0.8784,0,12.0061,0.3555,1.2614,7.7838,0,1.8135,0,9.0152,8.9026,12.5312,2.5237,0,10.5776,7.4899,8.1287,3.5384,0.3555,0,2.4519,10.5095,4.5629,4.0814,1
TCGA-E2-A15K-11,2,10.4711,8.6056,0,11.8812,10.9052,10.3812,12.3677,7.6323,0,5.6608,10.0304,0,8.5548,3.5938,9.7918,9.76,4.6201,11.9858,9.0911,6.6739,7.2901,10.2638,10.2367,7.0439,9.8783,14.6806,10.1205,7.8616,7.8284,2.1277,6.9346,0,0,7.9819,4.9015,9.6811,7.8436,4.9472,7.7659,0.5671,5.6048,0,9.7981,11.3517,5.6608,10.3211,0,10.6246,10.2257,10.4459,12.3558,5.619,9.5813,7.1985,4.9245,0,10.6368,8.7352,9.3634,8.9914,9.7063,10.2141,9.8028,9.3771,2.415,8.7122,8.2558,5.0346,2.9524,10.4192,0.973,0,15.3309,9.1367,8.7188,9.9152,13.0338,3.7045,7.2723,10.8004,1.5489,2.2785,11.9531,10.1893,9.3458,9.08,12.2694,7.0862,11.8915,11.7729,11.4796,0,10.3708,8.1,9.9539,9.6451,10.9841,11.6507,8.3508,11.6126,7.5308,8.7658,9.4464,4.4075,11.3033,7.1357,10.7112,5.7538,4.1185,9.0554,8.6564,4.3743,8.9071,8.5732,5.4386,7.9028,9.2965,0,7.8406,10.3222,12.83,8.0385,5.5905,9.0541,8.8734,7.7076,7.7563,5.5905,8.6547,6.9958,4.2702,13.7976,13.0469,9.0463,7.0648,6.3724,10.531,9.0966,3.6552,2.415,8.2241,4.1185,7.508,0,0,6.0443,7.8287,8.3572,3.41,5.7538,10.4299,8.9257,8.2833,8.8896,8.8206,0,9.013,9.961,11.3908,8.8267,11.6418,14.8145,4.5625,7.9569,6.8102,11.8143,5.792,8.2944,9.5097,9.5876,9.8035,9.6675,10.7953,9.1792,9.3676,0,0,11.4508,0,0,8.3927,0,2.1277,0,8.9707,8.2054,12.2587,2.8598,0,9.7277,1.2895,6.446,3.6502,0,0,1.9593,10.4789,3.0395,3.5351,1
TCGA-BH-A0DQ-11,2,9.6662,6.853,0.6602,11.8558,11.6173,10.7062,13.0733,5.2963,0.6602,4.4521,8.2948,0.3675,9.2608,1.1114,11.6582,8.8892,5.7804,10.3429,9.9386,7.7254,8.4656,9.8772,10.714,7.8018,7.6831,13.4515,9.4281,8.8354,7.6166,3.3211,9.3255,0,0.6602,9.1377,4.0589,10.6977,7.4685,7.2411,6.951,0.6602,4.9488,0,10.4452,12.2612,5.8762,9.7361,2.9398,11.6425,10.6789,11.8614,11.52,6.0755,9.4184,5.9457,5.8546,1.1114,10.3833,9.7614,9.2478,8.8536,10.8556,9.6068,8.8001,8.8169,1.8525,9.4445,7.4521,4.9888,2.9933,8.994,2.3397,0.6602,15.0335,10.0012,9.82,10.0244,12.3144,6.2285,9.0289,10.3208,2.8263,1.8525,12.454,9.6522,10.005,11.3573,11.2587,9.1437,10.261,12.4168,8.2935,0,7.135,9.6201,9.2587,11.1994,11.2515,9.6249,7.8081,9.3837,5.3892,8.1432,8.6467,2.3397,10.1427,9.4718,9.0201,5.686,4.6147,8.3186,7.0491,5.0906,9.894,7.1703,7.4229,7.4779,9.7098,0,10.1449,9.7619,11.9611,8.8725,6.3617,8.0452,12.4988,7.8618,8.1913,8.4914,10.7472,7.0741,5.2421,12.7404,12.2126,8.6561,6.516,7.12,10.3225,7.9804,3.1065,5.6779,6.294,1.964,6.6637,0,0,4.156,7.8701,9.7772,3.4796,5.0658,12.29,9.5216,9.5409,8.7707,7.6545,0,10.3116,6.8089,11.1725,9.1092,11.518,12.6401,6.676,8.0562,8.4101,11.0783,5.3279,6.336,8.786,10.5207,9.9798,11.086,10.4761,8.6879,9.8084,1.4546,0,12.0559,2.9398,1.1114,7.8791,0,2.4201,0,8.7534,7.7254,12.6952,1.8525,0,10.3738,5.467,8.2391,3.4796,0,0,2.8263,9.6862,4.8935,3.7209,1
TCGA-BH-A0H5-11,2,10.3398,6.7238,0,11.585,11.3561,10.8247,12.728,5.0072,0.5013,4.8908,8.4546,0,9.521,1.4124,11.6571,9.1417,5.1658,10.5831,9.4391,7.7283,8.5552,9.5983,10.6137,8.0463,7.7956,13.5832,9.037,8.5866,7.8187,3.8787,9.6271,0.5013,2.6783,8.9669,3.0838,10.7371,7.5056,7.1565,6.7629,3.2816,5.5195,0,10.3673,11.8892,5.8455,9.7232,0.8726,11.5142,10.9542,12.7055,11.5486,6.6951,9.229,7.1565,6.859,1.6217,10.4773,9.7554,9.4559,8.9305,11.0052,9.4796,9.0209,9.0995,2.5815,10.9653,7.5804,4.3299,2.6783,9.1813,1.4124,2.2446,14.4926,10.2288,9.483,10.0381,12.4721,5.2936,8.6832,10.1445,3.4556,3.0838,12.1711,9.1028,10.0733,11.5456,11.6645,8.2472,9.9815,12.8265,9.8986,0,8.8155,9.4394,9.565,11.3785,11.4766,9.9302,8.3408,9.4064,5.3968,8.0757,8.7206,0.8726,9.6233,8.9057,9.0897,6.4221,4.5248,8.6552,7.323,5.6917,9.7644,7.965,6.9097,7.4381,10.2952,0,9.4179,9.5973,10.3,8.6641,7.7755,8.1065,12.3074,8.1149,9.241,5.7373,10.9638,6.624,5.6325,12.8184,12.3122,9.0495,7.1607,6.7294,11.0452,7.8502,2.935,3.5092,7.043,3.5609,7.0293,0,0,4.3299,7.9719,9.8396,2.935,6.5492,11.7823,9.2704,9.3634,8.1557,6.6659,0,11.2655,7.1354,11.1322,9.0919,11.489,12.8778,5.5581,8.6671,8.5311,10.6933,5.5325,6.4702,9.232,10.2328,9.7781,10.9867,10.6976,8.9243,9.8687,1.9665,0,11.7516,0,1.1676,7.9383,0,3.6591,0.8726,8.7135,8.0237,12.7309,0.8726,0,10.2521,7.3472,8.3501,3.342,0,0.8726,2.769,10.5682,5.6683,3.0838,1
TCGA-E9-A1RI-11,2,8.5599,9.6765,0,12.118,13.0778,11.2804,13.2494,5.784,1.3481,3.9353,7.6879,0,9.3795,3.2482,11.9379,8.9096,4.9428,11.9677,9.9117,6.2619,7.3885,9.0918,10.9871,7.876,9.5517,13.0241,9.2213,7.7617,5.8239,2.2823,10.1472,0,1.7306,9.2727,2.992,10.4943,6.0925,4.1069,7.0778,1.1106,0.8261,0,9.7867,11.8164,6.9972,8.7415,0,11.4953,9.8724,10.2178,12.5359,7.3885,9.0083,2.2823,5.8628,0,10.4363,9.6434,7.8561,8.2349,11.5128,10.5131,7.4311,8.3158,1.7306,2.495,7.3007,2.9202,0,7.696,1.7306,0.4713,15.3777,9.9999,10.1487,9.9301,14.1649,6.7294,8.4542,11.2115,1.3481,1.7306,12.5143,8.1917,12.609,7.8681,8.5906,7.1808,10.5339,12.3642,12.8085,0,7.5755,9.7746,9.3048,11.5604,11.6774,9.1873,7.0486,10.3273,2.3925,8.0579,9.1892,1.1106,9.7541,7.7795,8.422,4.9061,2.3925,8.0745,5.3506,2.0326,10.7552,3.6546,5.5542,5.2071,9.5931,0,10.1551,8.2219,13.0103,5.1454,1.1106,5.5302,8.2496,6.2494,2.7648,3.4143,7.3684,4.6415,1.1106,14.1203,14.6724,8.3384,5.1135,6.8837,10.7403,7.9011,1.3481,1.8895,6.9663,1.552,5.6572,0,0,4.6415,6.8168,9.5416,1.3481,2.2823,12.6665,10.1517,6.7555,6.665,8.3538,0,10.4775,8.0579,10.7661,10.5607,11.2452,14.7456,6.3328,7.7871,8.2031,9.9273,4.425,7.7795,9.9466,10.0778,10.0585,10.3137,11.013,7.7147,9.8772,1.7306,0,12.5753,0,0,7.3204,0,1.3481,0.4713,9.6462,8.184,13.3302,3.361,0,10.5154,2.3925,8.0662,1.1106,0.4713,0,2.3925,9.406,1.8895,4.289,1
TCGA-BH-A209-11,2,9.2931,8.6642,3.2499,11.6871,11.6619,10.9909,12.6854,5.9211,1.4979,4.3759,7.8084,0,9.4908,2.625,11.6315,9.1768,4.8866,11.2771,9.8613,7.4852,8.0772,9.7425,10.8368,8.3285,8.5524,13.2756,9.1591,8.5611,6.6586,4.4176,9.1398,0,1.6454,8.9691,4.9013,10.5673,8.3065,5.3408,7.0113,0.6854,3.5412,0,10.1509,12.0612,6.2556,9.5137,2.7606,11.515,10.4376,12.7723,11.8364,6.5411,9.6005,5.0934,5.7442,1.6454,10.4404,9.9514,8.6457,9.1218,10.9665,10.2143,7.7966,8.5635,2.3941,6.9699,7.0434,4.5545,0.9352,8.2076,1.1481,0.3829,14.8119,9.4956,9.7019,9.9213,13.8456,7.4175,9.0549,10.3214,3.1546,2.2168,12.6634,9.1698,11.4399,11.0103,11.1394,9.2292,11.1585,12.8289,10.8303,0.3829,8.1608,9.7737,9.6334,11.2076,11.6155,9.5971,7.2576,9.9127,5.0411,8.17,8.0918,2.4753,9.6033,8.9074,8.6653,5.7359,4.6966,8.2031,5.8237,4.2662,9.7713,7.2576,7.2888,6.6368,9.7577,0,10.0728,8.8363,12.2475,9.3235,4.7788,6.6759,10.575,7.2731,8.6846,4.5545,9.5937,7.5071,5.8468,13.1989,13.4563,8.7705,6.2783,6.9128,10.7838,8.0805,2.7664,2.625,6.5691,3.4638,8.5762,0,0,5.5235,8.1847,9.5119,2.625,6.8342,12.11,9.1857,7.0581,9.4593,7.6162,0,10.6044,9.0037,10.5842,9.2945,11.0435,14.3332,6.5411,8.3873,8.2326,9.9751,2.2168,6.7794,9.2712,10.0773,9.979,10.7642,10.8351,8.3755,9.8168,1.4979,0,11.8658,0,0,7.4655,0,4.4176,0,8.9001,8.6566,12.6119,1.9016,0,10.5247,8.4447,8.2757,2.3082,0.3829,0.3829,3.4235,10.1412,3.1045,4.3111,1
TCGA-E9-A1RB-11,2,9.4134,7.8353,0,11.8439,11.94,11.0937,12.5442,5.995,0,4.5917,8.1622,0,9.4672,3.3743,11.8478,9.0705,4.9822,11.9228,10.1228,7.1829,7.9886,9.7544,10.6793,7.8761,9.295,13.6634,9.2755,8.0219,6.865,4.4339,9.9565,0,2.1491,8.8331,4.6646,10.4927,8.1528,6.4617,7.1195,0,2.9182,0,10.1935,12.2837,6.2765,9.7098,1.1695,11.5609,10.5464,12.0953,12.0401,6.3223,9.2244,4.8479,5.4729,0.7002,10.3738,10.4889,9.072,8.5418,11.0951,10.103,8.4533,8.6354,2.4256,6.4515,7.0616,5.2305,1.9302,8.5975,1.357,0.7002,15.0543,9.5531,9.7812,9.8863,13.919,7.5528,8.9035,10.6417,3.4991,6.0368,12.5171,9.0645,11.16,10.7057,10.2582,8.9948,10.8724,12.2459,11.9576,0.9538,6.7186,9.9781,9.595,11.4406,11.742,8.9598,7.2466,10.2899,4.3916,8.1685,9.3643,3.2847,9.8305,8.8836,8.8788,4.8321,4.348,8.2283,5.952,4.4339,9.7574,7.6367,6.5218,6.2996,9.6187,0.3921,10.1177,8.8711,10.6798,8.1288,4.8634,7.3524,10.7582,6.6306,8.293,5.2424,9.4899,6.1169,3.7872,13.453,13.9078,8.3658,4.9534,6.7977,10.2438,8.0963,2.4315,1.357,7.7562,2.9766,7.6322,0,0,5.774,8.3436,9.524,3.614,5.4001,11.8748,9.7103,7.6299,8.8836,9.1526,0,9.9556,7.9084,10.8623,9.9732,11.3371,14.4744,6.653,8.6489,7.7246,10.5806,1.8068,7.2316,8.9212,10.2935,9.4943,10.6605,11.05,8.293,9.7985,1.6719,0,12.4244,0.3921,0.7002,7.9251,0,3.0327,0,9.5271,8.3956,13.0499,2.3392,0,10.498,6.875,8.3087,3.7204,0.3921,0.3921,3.614,9.8825,3.5384,4.6103,1
TCGA-S3-AA11-01,2,10.8302,1.4735,0.5303,12.2335,11.0631,9.3375,12.8583,3.3052,0,4.9222,9.2953,1.6876,8.5629,0,10.6445,10.0235,5.9406,11.4888,10.2095,7.5063,7.8989,10.4324,10.6064,6.3392,7.6622,12.7508,9.8706,9.146,9.1255,2.5575,8.1831,0,2.3214,9.408,2.6624,10.6441,6.3628,5.5194,6.7013,0,6.6765,0,10.4433,12.152,6.7967,10.5553,0,11.8565,10.3643,10.5204,12.4208,2.3214,10.0243,4.5368,6.5036,0,10.406,8.6956,9.5387,8.9934,10.6121,9.7507,9.6224,7.9773,2.039,9.767,7.7977,7.8497,2.8519,9.3785,0,1.222,14.5319,9.3295,9.2486,10.0196,9.3698,4.3917,5.8323,10.1207,3.3052,5.2088,11.9743,10.0999,8.0003,10.2537,11.3922,6.9491,10.3204,9.729,7.3964,0,8.4205,9.1069,10.6455,10.5553,9.8457,5.7273,9.1243,9.767,7.3263,8.4809,9.0097,2.4443,10.2272,9.6736,9.8849,6.2827,3.3052,8.5797,7.9798,4.591,9.1243,4.3608,7.0738,8.8368,8.6356,0.5303,8.8256,9.566,11.1607,8.8755,7.7098,9.0549,12.1915,10.4594,5.1737,7.2693,11.7207,3.4877,2.3214,12.1667,11.887,8.2372,7.3021,5.6655,8.1698,5.9089,2.5596,2.3214,4.8351,5.0821,8.0708,0,0,4.3293,8.9394,9.3205,2.1871,4.1604,10.9186,8.5234,10.3119,6.4679,6.9235,0,5.0242,6.9182,11.1503,8.8549,11.6797,10.7521,3.0963,9.6224,7.6694,10.3512,3.0193,6.5927,9.0646,9.9257,9.7448,11.11,11.428,9.7824,9.6783,0.5303,0.9172,11.5948,0,0.5303,7.8881,1.6876,4.1241,0,8.7231,8.7985,11.978,1.874,0,10.3889,0.9172,7.2142,4.591,0.5303,0.9172,0.5303,10.4018,3.5977,0,1
TCGA-BH-A0DH-11,2,9.4206,7.6468,0,11.8299,10.8059,10.3923,12.9769,6.4783,0,4.565,9.2806,0,8.6203,2.1238,9.7677,9.1673,5.7855,12.105,9.4149,7.1158,7.0894,9.9663,10.6706,7.0534,9.7937,14.2282,9.8007,7.9435,7.5206,3.1662,7.4251,0,0,8.5638,3.9721,10.3311,7.035,5.6948,6.4715,1.9777,4.3442,0,10.0207,11.8781,6.2507,10.1659,0,10.8636,10.7606,10.0189,12.3864,5.961,9.6429,6.7888,4.4027,0,10.6996,9.3684,9.06,9.1135,9.9702,10.2881,9.254,9.1608,2.948,9.1003,8.0361,4.6153,1.9777,9.8362,0,0.8794,15.0352,9.23,8.6002,10.0669,12.4466,2.378,6.8373,10.8134,3.0971,2.948,12.1997,9.5014,9.8115,10.1414,12.1604,6.6808,10.9735,12.2227,11.2532,0,8.2101,8.3742,9.2736,9.4153,10.7256,8.8185,8.2819,10.7985,6.0551,8.7371,9.8088,3.5747,10.9671,8.4866,10.2838,6.4851,3.4693,8.5654,7.4872,4.0835,8.7257,7.86,6.0551,7.8014,9.0881,0,8.0038,9.9942,12.7977,8.884,7.4181,8.2304,10.9002,7.8345,8.28,7.0805,9.0814,6.2427,5.1805,13.7149,13.1251,9.2199,6.0911,7.1027,10.6268,7.3191,3.0282,4.3737,7.1332,4.3442,6.7998,0,0,4.6639,8.7666,9.1776,3.3556,4.2197,10.1301,9.4037,8.2344,8.3222,7.7795,0,10.7971,8.4764,11.5194,9.1157,11.8126,14.1426,4.2519,7.4872,7.706,11.7072,4.5392,7.7233,9.3766,9.6505,9.549,10.1301,10.6938,9.1755,9.3721,0.8794,1.4219,11.535,3.2951,2.2565,8.0774,0,3.7197,0,9.1438,7.4939,12.946,1.8151,0,10.2003,3.8514,7.3417,4.6153,0,0,1.4219,10.1717,5.9216,3.3556,1
TCGA-E9-A1RD-11,2,9.8345,8.449,0.6975,11.8588,11.9001,10.9901,12.7113,6.186,0.6975,3.4525,8.0578,0,9.3031,4.4886,11.4852,8.8882,4.9322,12.1158,9.7911,6.7331,7.639,9.3699,10.6561,7.6207,10.0123,13.1423,9.7349,8.316,6.7373,3.4929,8.9825,0.9505,0.9505,8.8739,4.658,10.4012,7.5169,5.4251,6.9768,1.1657,2.7214,0,9.9903,11.8793,5.6291,9.7089,0.3904,11.2304,10.5094,10.4651,12.0703,5.8782,9.2452,3.7808,5.5643,0,10.2671,10.2649,8.7852,8.8929,10.9663,10.1342,8.13,8.4932,2.0386,6.9408,7.3337,4.3415,0.9505,8.8729,1.1657,0.3904,15.3182,9.8627,9.8301,10.1149,14.0053,5.2593,8.919,10.9586,3.5322,2.0386,12.3382,8.9664,11.7248,9.6216,10.8074,8.0452,11.2323,12.1756,12.9761,1.1657,7.8654,9.6707,9.7232,11.1692,11.5021,9.7677,7.2338,10.8699,4.1527,8.3834,9.3952,2.6518,9.9908,7.5886,8.978,5.2357,3.4929,8.3061,5.7998,2.8514,9.8909,6.2755,6.186,6.3267,9.3992,0.6975,10.1217,9.095,11.8512,6.7949,1.6672,6.9661,9.5558,7.5696,7.6412,5.1873,8.3994,5.7424,3.7808,14.4804,14.7121,8.616,5.62,7.0964,10.432,7.6277,2.3355,2.7214,7.4023,3.4929,8.5837,0,0,5.4561,8.0882,9.6216,3.0267,5.9084,12.1067,9.6453,6.6772,8.2034,9.0892,0,9.6526,8.9144,10.7253,9.9213,11.3296,14.538,6.4344,8.217,8.0237,10.7878,2.3337,7.6479,9.3257,10.0431,9.8942,10.314,11.0013,8.4769,9.7906,1.3529,0.3904,12.4469,0,0,7.8978,0,3.5704,0,9.0677,8.5755,12.8442,2.8514,0.3904,10.3955,3.324,8.0494,2.7214,0,0,2.5786,10.3034,2.5786,4.2022,1
TCGA-BH-A18Q-11,2,10.1032,8.4384,0,11.5328,11.5247,10.832,12.4169,5.4084,1.1742,4.5426,8.1832,0,9.8958,1.9364,11.8092,9.1307,5.2022,10.4008,9.7026,7.67,8.3043,9.9934,10.5443,7.7109,8.279,13.451,8.599,8.7005,7.3553,3.9787,10.0631,0.3942,2.0502,9.0636,3.9497,10.6676,7.7415,6.3585,6.727,1.5286,4.6367,0,10.2448,12.1133,6.2965,9.7123,0.3942,11.7579,10.9697,12.4901,11.7739,5.2625,9.3248,7.4925,6.798,0,10.5651,9.909,9.1603,9.0057,11.0131,9.5965,8.7769,9.0285,2.8646,10.5263,7.4104,4.5032,2.5914,8.6416,2.5141,1.1742,14.5327,9.8528,9.3659,10.1288,12.8494,6.0723,9.614,10.2955,3.4248,3.2453,12.3682,9.7835,10.4903,11.2073,11.6647,8.8089,10.4873,12.7485,10.0061,0.7034,7.6654,9.8028,9.7428,11.4222,11.2431,9.4072,8.7016,9.8732,5.3317,7.9074,8.6808,2.4325,9.5977,9.22,8.8076,5.5311,4.1921,8.6929,6.4854,4.4831,9.6494,6.9705,7.4334,7.5516,10.3468,0.3942,9.8295,9.3734,10.0534,8.9682,6.375,7.2727,11.6258,8.2133,8.31,2.0502,10.6553,7.3273,6.9885,12.3494,11.7759,8.7339,7.2005,6.9956,10.3123,7.144,3.3894,3.795,5.9383,4.442,6.6433,0,0,4.1417,8.0211,9.5711,3.382,5.8309,12.1152,9.1475,8.1178,8.4847,7.8884,0,11.0307,8.0059,10.8768,9.0013,11.3021,13.5762,6.4752,8.939,8.8406,10.3679,2.0502,6.8142,9.7343,9.9508,10.1078,10.8852,11.1915,8.9053,9.9161,1.3622,0,11.7846,1.1742,0,7.7266,0,5.2266,0.3942,8.6808,7.9684,12.5919,2.0502,1.6777,10.2253,7.0605,8.6048,2.6647,0.3942,0,2.801,10.3593,5.2975,5.5408,1
TCGA-BH-A0BJ-11,2,10.202,6.6825,0,11.64,10.9186,10.3668,12.7969,5.7357,0.8616,4.6959,8.3922,0,9.249,1.787,11.3582,9.3803,4.7407,11.3308,9.7565,7.31,8.1356,9.8631,10.7557,8.2269,7.6197,13.8094,8.9426,8.2658,7.4648,3.1312,8.9449,0,1.3973,8.9792,4.0816,10.7166,7.4714,6.5938,7.3063,0.8616,4.8053,0,10.5046,12.3006,5.415,10.0831,1.1541,11.5852,10.8561,12.9065,11.6033,6.13,9.6149,6.1131,5.4956,1.6053,10.6128,10.0457,9.3625,9.0752,10.7152,9.9381,8.7034,9.0421,2.7482,9.7366,7.4515,5.0912,3.0623,8.7161,0.4942,0.8616,14.5011,9.8412,9.2275,10.3921,12.3611,5.7577,9.2615,10.1869,3.5885,1.787,12.4456,9.5822,10.0607,11.6941,12.0641,8.3511,10.3655,12.9774,8.6906,0,8.5084,9.4885,9.4802,11.0617,11.3891,11.3946,7.9189,9.3927,5.8627,8.0735,8.3745,2.0936,10.0232,8.8975,9.1172,6.2817,3.4335,8.4217,6.2587,5.6908,9.4418,7.5985,7.0458,7.0368,9.8929,0,9.3235,9.2692,10.3695,9.472,6.2355,7.8944,12.2345,7.6283,9.2285,3.9732,10.2473,6.9726,4.1496,12.6912,11.8735,9.157,5.7246,7.1407,10.9386,8.7561,3.1446,3.5885,6.0611,4.7185,6.9537,0,0,4.1824,7.9638,9.8629,3.1969,7.094,11.4394,9.1826,7.6841,7.6697,7.3575,0.4942,9.7741,8.656,11.0316,8.6545,11.2876,13.2609,6.096,8.9317,8.4954,10.71,4.8053,6.2587,9.1683,10.3099,9.8553,10.7621,10.9627,8.4113,10.0629,1.1541,0,11.9032,3.4335,1.3973,7.9092,0,4.0103,0,8.7898,8.0492,12.7945,3.1312,0,10.3982,8.3442,8.2484,3.3779,0,0.8616,2.7482,10.9155,5.2698,3.6833,1
TCGA-E9-A1R7-11,2,9.5149,9.1886,0.8553,11.8201,12.238,11.2425,12.9798,5.5827,1.1464,3.5258,7.5382,0,9.3467,4.1028,11.8403,8.8456,5.316,11.7558,9.8906,6.6628,8.1216,9.0454,10.855,8.2517,9.3793,12.7243,9.2301,8.1047,6.8914,3.1844,9.6869,0,1.777,8.9558,4.749,10.3532,7.4508,4.6595,7.0801,1.5958,2.0828,0,9.9881,11.9765,6.5175,9.612,0.8553,11.3288,10.262,11.3635,11.6681,6.0821,9.1604,4.488,5.4013,0.4901,10.3293,10.7331,8.6751,8.753,11.2997,10.3019,7.4541,8.1424,1.777,5.4555,6.9892,3.1187,0.8553,8.539,0.8553,0,15.32,10.0143,10.2487,10.1464,14.2285,8.4797,9.0513,10.7839,2.9776,2.0828,12.5472,8.709,11.9218,9.969,10.3271,8.6368,11.1679,12.5391,12.1716,1.777,6.0205,9.9389,9.5842,11.535,11.8684,9.5133,6.968,10.7358,4.4618,8.2325,8.8698,4.435,9.5834,7.5753,8.655,5.1285,3.9971,8.1971,6.0907,2.4462,10.016,5.4013,6.592,5.9841,9.7142,1.1464,10.0922,8.8459,12.0056,7.6205,3.4207,6.19,9.3978,6.9096,7.767,3.6237,8.5608,7.176,5.0775,14.0275,14.3899,8.3886,5.1615,6.9726,10.6081,7.791,1.7804,3.6237,7.3684,1.5958,7.2848,0,0,4.8127,8.6462,9.2891,3.1844,4.8536,12.6212,9.8116,6.7413,7.9434,9.7748,0,10.3074,9.426,10.6696,9.9378,11.0362,14.5331,6.5676,8.399,8.0962,10.6512,4.6595,7.8878,9.403,10.0543,9.7721,10.355,11.0368,8.0441,9.9443,1.5958,0,12.3936,0,0,7.6323,0.8553,2.3349,0,8.8523,8.6964,12.8887,3.4742,0,10.4857,6.8157,8.3117,1.5958,0.4901,0.4901,3.1187,9.8576,2.9776,5.2253,1
