"","ID","Beneficio","Compra","Acidez","AcidoCitrico","pH","CloruroSodico","Densidad","Azucar","Sulfatos","Alcohol","Etiqueta","CalifProductor","Clasificacion","Region","PrecioBotella"
"3037",12575,651,"1",0.33,0.2,7.59,0.031,0.99573,10.5,0.53,10.9,"B",2,"*","2",2.03
"3038",12455,651,"1",0.3,-0.13,7.65,0.439,0.97433,10.6,-0.95,15.4,"B",4,NA,"1",3.4
"3039",11637,650,"1",0.37,-1.04,7.19,NA,1.02552,8.6,0.72,15,"B",4,"***","3",2.6
"3040",6782,650,"1",0.21,-1.31,8.7,0.015,0.99068,8.4,0.31,8.5,"R",2,"**","2",1
"3041",6982,650,"1",0.66,-0.52,7.96,0.036,0.89204,12.4,-1.37,13.4,"B",3,"**","1",6.7
"3042",15832,650,"1",0.19,0.42,7.76,0.056,0.9995,13.2,0.44,14.2,"R",2,"**","2",2.51
"3043",12640,649,"1",0.26,-0.03,7.57,0.05,0.99286,9.7,0.43,NA,"B",3,"****","1",4.56
"3044",6087,649,"1",-1.045,0.29,7.64,-0.345,1.02384,11.1,0.25,12.9,"R",2,"***","1",4.01
"3045",6417,649,"1",0.38,-0.56,7.95,0.016,0.99007,9.3,0.31,18.9,"R",2,"**",NA,6.66
"3046",10911,649,"1",-0.93,0.36,7.32,0.037,0.98502,7,-0.91,10.6,"R",4,"****","2",5.16
"3047",7659,649,"1",-1.65,-0.15,7.21,-0.137,0.93859,15.1,0.55,15.5,"R",2,"**","2",2.17
"3048",1171,648,"1",0.3,0.25,7.78,0.148,0.95765,10.7,-0.87,16.7,"R",2,"***","2",1
"3049",9472,648,"1",-1.04,0.23,7.07,0.007,0.9896,10.3,0.4,11.3,"R",2,"**","3",1
"3050",6449,648,"1",-0.5,-0.34,8.19,0.238,1.01289,9.2,0.39,10,"B",2,"****","3",2.96
"3051",11504,648,"1",-0.04,-0.99,8.7,0.05,0.9999,13.8,0.54,14.1,"B",4,"*","2",2.9
"3052",7076,648,"1",0.45,0.24,7.89,0.04,0.99126,8.4,0.24,17.4,"R",3,"****","1",2.33
"3053",11232,647,"1",0.64,0.38,7.82,0.046,1.03907,8.1,0.47,16.8,"R",2,"*","2",4.54
"3054",15209,647,"1",-0.48,-0.92,7.28,0.538,0.9915,9.1,-0.5,11.1,"MB",3,"****","1",2.71
"3055",10536,647,"1",-0.82,0.49,7.67,0.046,0.9964,8.8,NA,NA,"B",4,"**","3",4.69
"3056",5642,647,"1",-0.35,0.5,8.1,-0.554,1.0091,11.7,0.53,12.3,"R",3,NA,"3",1
"3057",14814,647,"1",-0.93,0.29,8.71,0.093,0.9952,5.7,0.46,6.2,"R",2,"**","1",1.38
"3058",4677,646,"1",-0.92,0.58,6.87,0.073,0.9984,7,NA,8.7,"B",2,"****","3",3.43
"3059",14275,646,"1",0.19,0.37,6.88,0.276,0.9434,10.3,NA,14.7,"B",4,"****","3",2.45
"3060",5742,646,"1",0.28,-1.78,7.17,0.051,0.95772,10.9,0.5,11.4,"B",2,"**","2",5.68
"3061",7489,646,"1",0.06,0.43,6.88,-0.251,0.9964,12.5,0.55,NA,"R",3,"***","1",2.49
"3062",15260,646,"1",0.17,0.29,8.61,-0.092,0.94011,7.8,1.41,NA,"R",2,"**","1",2.13
"3063",10630,646,"1",0.18,1.1,7.71,NA,1.04668,11.6,0.86,12.3,"R",2,"**","1",1
"3064",14743,645,"1",0.26,0.68,8.18,0.02,0.99089,11.2,2.3,19.9,"R",2,"**","2",8.11
"3065",10146,645,"1",0.34,0.27,8.14,0.024,0.9906,6.1,0.44,12.2,"M",2,"*","2",4.14
"3066",4539,645,"1",-0.77,0.27,8.74,0.057,0.99257,5.6,0.36,11.8,"R",3,"****","3",1.21
"3067",6195,645,"1",0.28,0.54,7.97,-0.368,1.04413,9.8,NA,12,"R",3,"*","2",2.39
"3068",13163,645,"1",0.24,0.27,7.16,0.05,0.99476,4.7,0.37,10.8,"R",2,NA,"2",1.82
"3069",5340,644,"1",0.27,0.26,7.16,0.03,0.99402,14.6,0.36,14.8,"B",2,"***","3",4.99
"3070",7529,644,"1",0.19,0.98,7.06,0.286,0.9932,9.1,1.62,11.5,"B",3,"**","2",1.1
"3071",12546,644,"1",0.36,1,8.08,0.295,0.9907,9,0.45,17.5,"B",1,"***","2",1.1
"3072",8069,644,"1",0.59,0.39,8.33,0.063,0.96568,10,2.2,12.6,"MB",2,"**","3",2.05
"3073",3935,644,"1",0.21,0.06,7.55,0.047,1.01935,11.3,0.37,12,"R",1,"***","1",1.03
"3074",1469,644,"1",-0.51,0.24,8.68,0.049,0.99605,8.1,-0.45,14.9,"R",2,"****","3",1.2
"3075",6576,643,"1",0.2,-1.88,8.29,0.035,0.94715,11.7,-1.83,11.9,"B",3,"***","2",2.54
"3076",14860,643,"1",1.13,0.54,8.21,0.122,0.98226,8.7,0.31,9.7,"R",3,"***","3",2.85
"3077",10825,643,"1",0.3,0.7,7.79,0.377,0.95007,17.4,NA,NA,"B",7,"****","1",3.34
"3078",7113,643,"1",0.78,0.32,8.33,0.339,0.99543,14.6,0.76,15.5,"R",4,"*","1",2.51
"3079",13038,643,"1",0.34,0.49,7.67,0.445,0.96407,12.4,-0.81,13.3,"M",3,"***","3",4.25
"3080",10760,643,"1",1.12,1.34,8.24,-0.119,0.89849,12.1,-1.19,12.7,"B",2,"**","3",1.85
"3081",9987,642,"1",-1.68,0.24,7.43,-0.259,0.99031,4.8,1.85,15.2,"B",2,"***","2",4.46
"3082",805,642,"1",0.13,0.39,8.05,-0.078,0.96213,5.9,0.56,7.1,"R",3,"***","1",4.18
"3083",14499,642,"1",0.25,-0.77,8.49,0.047,0.99604,8,1.14,9.2,"B",2,"*","2",1
"3084",10431,641,"1",1.39,0.43,7.5,-0.121,0.97159,12.5,1.65,12.6,"R",3,"***","1",1.15
"3085",11194,641,"1",0.31,-1.02,6.91,0.028,0.98098,8.3,0.34,12.7,"M",4,"**","2",1.15
"3086",6034,641,"1",-1.05,-0.53,8.42,0.376,1,8.6,0.99,14.8,"B",3,NA,"3",2.55
"3087",5840,641,"1",0.27,0.46,7.65,-0.441,1.04019,8.6,1.62,16.1,"R",2,"**","3",4.7
"3088",15157,640,"1",-0.55,0.02,7.99,0.062,1.03801,12.2,0.44,12.9,"R",3,"**","2",1.67
"3089",909,640,"1",0.25,-1.05,6.88,-0.126,1.00275,9.4,0.88,9.8,"R",2,"**","2",3.97
"3090",13654,640,"1",1.06,0.05,8.02,0.33,0.99269,7.5,NA,NA,"R",3,"****","3",1.41
"3091",1675,640,"1",1.68,0.48,7.95,-0.307,1.02626,8.2,-0.55,8.8,"R",2,"*","2",2.75
"3092",11064,640,"1",0.38,0.15,7.65,NA,1.04104,10.9,-1.22,12.2,"R",1,"*","2",2.27
"3093",14498,640,"1",1.63,0.64,8.65,0.036,0.99028,11.6,0.63,12.2,"R",2,"**","1",1.2
"3094",14036,639,"1",1.16,0.5,6.84,-0.557,0.9923,7.8,-0.01,10.3,"MB",2,"**","2",1.99
"3095",11721,639,"1",-1.05,-0.87,7.63,0.042,0.99385,12.1,0.59,12.7,"MB",3,"***","1",6.6
"3096",2384,639,"1",0.98,1.46,8.12,0.201,1.02293,8.4,-0.68,9.4,"R",3,"**","3",3.22
"3097",11623,639,"1",0.13,-2.56,8.17,-0.116,0.99121,8.4,0.6,18.1,"R",2,"***","2",1.34
"3098",809,638,"1",0.06,0.4,7.8,0.614,1.03649,13.7,-0.08,15.4,"R",4,"***",NA,3.62
"3099",6529,638,"1",0.16,1.26,8.42,-0.386,0.99518,10.4,0.4,10.8,"B",2,"***","3",3.24
"3100",5532,638,"1",0.35,0.36,7.21,0.05,0.992,11.6,2.09,NA,"R",3,"**","3",6.79
"3101",15882,637,"1",-0.7,0.36,7.12,0.05,1.04413,8.9,-0.85,14.3,"R",3,"***","3",4.17
"3102",5864,637,"1",-0.17,0.34,8.37,-0.024,0.96783,11.6,-0.4,12.8,"B",3,"***","2",1.57
"3103",6792,637,"1",1.18,0.24,8.08,0.121,0.99508,10.2,0.38,13.7,"M",3,"***","2",4.34
"3104",16052,637,"1",0.22,1.47,8.18,-0.282,0.99178,9,0.38,16.5,"M",1,"**","2",1.34
"3105",14199,637,"1",-2.05,0.95,7.18,0.044,1.0493,9.7,-0.67,15.9,"B",3,"**","1",1.68
"3106",15929,636,"1",0.12,-1.05,7.26,0.039,0.97509,7.5,0.07,10.1,"R",2,"**","3",1.82
"3107",12040,636,"1",-0.91,-1.26,8.13,0.093,1.04454,9.1,-0.96,15.1,"R",3,"*","3",1.9
"3108",14074,635,"1",0.05,0.32,7.47,0.044,0.99108,13.7,0.33,14.3,"M",2,"*","3",2.61
"3109",5482,635,"1",0.27,0.72,8.28,-0.311,0.99282,10,0.6,10.7,"R",2,"*","1",3.25
"3110",8516,634,"1",3.01,0.36,6.88,0.422,0.93972,9.6,0.5,10.2,"R",1,"***","2",2.01
"3111",3312,634,"1",0.67,0.34,8.54,0.06,0.9958,6.3,-0.21,10.1,"R",4,"*","2",1.81
"3112",1935,634,"1",-0.82,0.38,8.15,0.039,0.98963,14.1,0.58,15.1,"R",1,"***","3",1.37
"3113",14935,634,"1",0.18,1.54,7.89,0.328,0.99807,8.9,0.41,9.3,"R",3,"****","2",3.26
"3114",1004,634,"1",-0.49,-0.71,8.27,-0.453,0.9984,16.6,1.83,16.7,"R",2,"****","2",3.51
"3115",14616,633,"1",-0.66,0.25,8.32,0.036,1.01217,8.7,NA,16.9,"R",3,"**","2",3.37
"3116",8492,633,"1",1.07,1.94,8.38,-0.396,0.99535,13.5,0.79,14.4,"R",2,"*","3",5.71
"3117",1999,633,"1",1.62,0.32,8.03,0.038,0.99375,7.6,1.47,10.2,"MB",3,"***","3",1
"3118",1826,633,"1",0.28,0.24,8.07,NA,0.989,9,-0.94,13.1,"M",2,"*","2",1.53
"3119",14013,632,"1",0.42,-2.15,7.66,0.038,0.98968,12.1,NA,NA,"R",3,NA,"3",1.39
"3120",6554,632,"1",0.25,0.29,7.55,-0.022,0.99321,10.6,0.88,10.7,"R",3,"**","3",1.04
"3121",3897,632,"1",-1.15,0.41,7.4,-0.288,0.96641,12.6,0.45,14.9,"R",2,"**","2",2.16
"3122",14827,632,"1",-0.02,2.05,8.05,0.028,0.97494,10.1,0.51,11.8,"R",2,"***","3",2.23
"3123",4876,631,"1",0.22,0.65,8,0.349,1.02951,12.1,2.34,12.2,"R",2,"***","1",2.27
"3124",9052,631,"1",-0.18,1.75,8.41,0.563,0.993,10.2,0.55,10.5,"R",2,"**","1",2.07
"3125",7656,631,"1",1.41,0.31,7.38,0.045,0.9986,10.6,-0.49,19.9,"R",3,NA,"3",1.81
"3126",3776,631,"1",-0.38,1.88,7.83,0.295,0.9973,11.4,1.88,12.1,"B",3,"*","3",1.66
"3127",11805,630,"1",0.2,0.83,7.15,-0.023,0.99057,12.2,1.94,13.1,"B",4,"**","2",4.24
"3128",10359,630,"1",0.48,0.48,7.59,0.293,0.99147,16.4,0.7,16.7,"R",2,"*","3",5.08
"3129",9017,630,"1",0.035,0.48,7.48,0.115,0.94791,10.1,1.83,10.7,"R",2,"***","3",2.18
"3130",8482,630,"1",1.25,0.74,8.31,-0.112,0.9996,12.4,-0.4,12.6,"R",3,"*","2",1.31
"3131",8481,630,"1",0.24,0.3,7.87,0.258,0.99225,8.6,NA,9.4,"B",1,"***","2",1
"3132",5816,630,"1",1.55,-1.47,7.35,0.046,0.98772,8.2,0.94,23.6,"B",1,"*","1",3.1
"3133",4489,628,"1",-0.27,0.49,7.8,0.054,0.9937,13.2,0.28,13.9,"R",3,"**","3",1
"3134",5639,627,"1",0.82,0.27,8.4,-0.538,0.98952,15.1,1.12,16.1,"M",2,"**","3",1.75
"3135",10867,627,"1",1.19,1.35,7.7,-0.468,1.00201,10.4,0.64,11.1,"R",2,"***","1",4.26
"3136",5189,626,"1",0.24,0.4,8.57,-0.875,1.01288,8.9,2.11,17.6,"B",3,"***","3",4.23
"3137",3162,626,"1",0.57,-0.71,7.91,-0.076,1.02609,11.4,0.36,11.5,"M",3,"***","1",1.11
"3138",11028,625,"1",-1.27,0.3,8.15,0.05,0.9942,10.1,0.39,10.5,"R",2,"**","1",1.73
"3139",9166,625,"1",1.26,1.1,7.34,1.048,1.00804,8.3,0.58,11.2,"B",2,"**","3",1
"3140",884,625,"1",0.23,-0.43,8.28,-0.127,0.9963,8.2,0.32,9.8,"R",3,"*","2",2.73
"3141",14193,625,"1",0.27,0.27,8.52,0.429,0.99699,15.6,-0.91,16.3,"B",3,"***","2",3.55
"3142",5350,624,"1",0.2,-1.3,7.73,-0.071,0.9924,10.8,-0.93,11.5,"B",3,"***","2",3.37
"3143",11321,624,"1",0.15,1.09,7.37,NA,1.04036,12.3,-1.36,12.8,"R",2,"****","3",2.95
"3144",13347,624,"1",-0.74,0.32,7.75,NA,0.99008,15.2,-0.47,16.1,"M",2,"*","3",1.27
"3145",2066,624,"1",1.39,0.29,8.34,0.034,0.99056,12.5,0.46,13,"M",2,"**","2",1.03
"3146",14813,624,"1",0.34,1.82,6.98,NA,0.99481,7.7,NA,9.6,"B",2,"**","1",1.97
"3147",4515,624,"1",0.27,-0.16,8.46,0.046,1.04208,8.9,1.21,11.2,"B",2,"****","3",6.52
"3148",6926,623,"1",0.19,1.48,8.64,-0.043,1.04073,7.2,1.47,7.3,"B",1,"**","1",1.01
"3149",9659,623,"1",0.42,0.26,8.22,0.017,0.9894,14,2.08,14.3,"R",1,"****","3",3.06
"3150",3970,623,"1",0.205,0.81,7.15,1.162,0.95345,8.9,0.61,9.9,"R",3,NA,"1",4.02
"3151",5223,623,"1",0.225,-2.18,8.49,-0.142,0.9408,9.3,0.09,11.9,"B",2,"**","2",2.77
"3152",7930,623,"1",0.22,0.37,6.69,-0.382,0.9992,9.6,0.16,NA,"R",2,"**",NA,3.09
"3153",10644,623,"1",0.29,-0.9,8.31,-0.144,0.97536,11.5,1.12,12.6,"R",2,"****","2",1
"3154",2613,622,"1",0.14,-0.28,7.99,-0.546,0.99043,10.6,0.54,11.4,"R",2,"**",NA,4.08
"3155",7060,622,"1",-0.63,0.39,6.87,0.031,0.9929,15,0.3,16,"R",5,"**","2",4
"3156",897,622,"1",0.155,0.08,8.31,0.243,0.98975,10.4,1.84,11.3,"R",1,"****","3",1.01
"3157",13248,622,"1",-0.51,0.35,8.27,-0.051,1.02964,10.9,0.44,11.6,"B",3,"**","1",2.29
"3158",13262,622,"1",-0.09,0.24,8.31,0.051,0.9928,13,-0.19,13.4,"R",3,NA,"2",2.94
"3159",12661,621,"1",1.42,0.22,7.22,0.023,0.98928,11.7,1.84,18.7,"R",2,"**","1",2.88
"3160",15118,621,"1",0.26,-0.77,7.13,0.04,0.99689,9.7,0.51,12.7,"R",2,"**","3",1
"3161",418,621,"1",0.22,0.28,7.75,0.06,0.9935,12.7,0.23,12.9,"R",3,"**","3",6.83
"3162",5598,621,"1",0.13,-0.97,8.31,0.042,0.99581,9.9,NA,NA,"R",3,"*","1",5.72
"3163",15540,621,"1",0.73,-0.14,8.58,0.603,0.99037,7.7,1.98,16.3,"R",2,"***","3",3.31
"3164",13381,620,"1",0.15,1.06,7.75,0.042,0.98,3.2,1.87,14.9,"R",2,NA,"2",2.84
"3165",8921,620,"1",0.15,0.26,8.1,0.051,0.95839,11.5,3.12,12.1,"R",1,"**","1",1.2
"3166",2239,620,"1",0.11,0.42,7.84,-0.464,0.99674,5.7,-0.41,9.7,"R",2,"***","3",3.73
"3167",12378,620,"1",0.24,0.62,8.12,0.043,0.94502,5.7,0.49,10,"R",4,"***","2",1.69
"3168",14160,620,"1",0.35,-0.98,8.13,0.634,0.95518,9,-0.01,9.7,"R",4,"**","3",1.24
"3169",1939,620,"1",0.97,0.73,8.37,0.286,0.94686,13.4,-2.07,13.8,"R",3,"**","3",1.17
"3170",10176,620,"1",0.22,0.45,7.9,NA,1.01284,9.9,0.48,10.8,"R",2,"**","3",1.78
"3171",1830,619,"1",0.22,0.43,7.94,0.044,0.9865,6.3,0.07,10.5,"R",4,"****","3",3.59
"3172",2868,619,"1",0.7,0.06,7.96,NA,0.99628,9.5,0.01,10.9,"B",4,"***","3",1.17
"3173",4253,619,"1",0.485,0.16,7.76,0.051,1.01853,10.3,0.38,12,"R",1,"***","1",2.75
"3174",7724,619,"1",-0.36,0.34,7.85,0.365,0.9952,12.3,0.5,17.9,"R",2,"*","1",1.74
"3175",3341,619,"1",0.26,0.27,6.89,0.048,1.04227,7.7,NA,8.2,"B",1,"**",NA,2.62
"3176",1017,619,"1",1.09,0.35,6.77,0.038,0.9949,14.4,-0.36,15.3,"M",3,"**","3",2.02
"3177",9345,618,"1",-1.16,0.32,7.82,-0.07,0.99096,11.8,0.72,12.4,"B",2,"**","1",2.97
"3178",6595,618,"1",0.34,-1.09,6.79,NA,1.03253,17.2,0.41,NA,"B",1,"*","2",2.83
"3179",9028,617,"1",1.7,-0.8,7.98,0.025,0.98562,9.3,1.15,18.2,"R",3,"***","3",4.85
"3180",15816,617,"1",-0.115,1.85,7.71,0.174,0.94949,9,0.3,12.5,"M",1,"****","1",2.95
"3181",8539,617,"1",0.52,3.44,6.81,0.264,0.99622,10.5,1.31,11.5,"B",2,"**","3",5.48
"3182",12304,617,"1",-0.88,-0.98,8.62,0.058,0.95016,13.5,NA,14.1,"M",3,NA,"3",4.54
"3183",2929,617,"1",-0.015,0.33,7.05,0.049,0.9927,9.2,1.01,10,"B",1,"*","1",2.83
"3184",3009,617,"1",-0.38,-1.15,7.84,-0.128,0.97479,7.8,2.18,11.3,"R",3,"****","2",1.85
"3185",6737,617,"1",0.65,-0.03,7.75,0.256,0.9984,7.9,0.68,8.7,"M",3,"**","1",4.53
"3186",4498,616,"1",-1.26,1.89,6.78,0.106,0.9912,13.2,-0.13,13.9,"R",2,"**","1",2.33
"3187",10919,616,"1",-0.75,0.6,7.43,0.002,0.9927,13.1,-0.37,NA,"R",2,"*","1",2.02
"3188",9274,616,"1",0.19,1.42,7.82,-0.127,0.95564,6.4,NA,16.5,"R",2,"**","1",1.29
"3189",7819,616,"1",0.78,1.97,8.37,0.048,0.978,8.6,0.59,11.7,"M",2,"***","2",1.1
"3190",13367,616,"1",0.43,1,8.02,0.032,0.98093,9.3,0.5,11.8,"R",4,"**","1",1.42
"3191",11702,615,"1",-0.01,-0.4,8.29,0.05,0.99099,10.5,-0.78,12,"R",1,NA,"2",1.16
"3192",419,615,"1",1.17,0.52,8.24,-0.195,0.96596,11.2,1.33,14.6,"R",3,"***","3",1.73
"3193",9355,615,"1",0.22,0.2,7.46,0.035,0.96347,6.6,2.25,12.9,"B",2,"****","1",1.95
"3194",12043,615,"1",0.18,-1.13,8.56,-0.327,1.01883,12.7,0.53,13.7,"R",3,"*","3",1.72
"3195",11739,614,"1",0.66,0.86,8.31,-0.054,0.9917,12.8,0.75,14.9,"B",2,"*","3",3.88
"3196",10283,614,"1",2.975,-0.63,8.7,-0.445,0.96424,10.1,0.4,NA,"R",3,"*","3",1.17
"3197",3136,614,"1",0.26,0.16,7.71,-0.223,0.98891,9.3,0.55,10.7,"R",3,"*","1",2.81
"3198",9716,614,"1",0.255,0.44,7.2,0.045,0.9967,14.1,1.74,14.5,"B",2,"***","1",4.9
"3199",16127,614,"1",0.17,-1.1,6.97,0.078,0.99076,7.6,NA,12.3,"R",1,"**","2",1
"3200",9818,613,"1",1.51,0.33,7.79,-0.451,0.9938,5.7,1.33,10.3,"R",2,"*","3",4.17
"3201",9762,613,"1",-0.71,1.85,8.53,0.029,0.9931,9.7,NA,10.2,"B",3,"*","3",3.51
"3202",3745,613,"1",0.15,0.26,7.09,-0.409,0.9491,11.9,2.24,14.7,"B",1,"***","1",2.88
"3203",1240,613,"1",0.54,0.21,7.88,-0.045,0.9986,6.6,0.54,10.4,"MB",2,"***","1",1.1
"3204",15526,613,"1",1.08,0.79,8.38,-0.324,1.00253,15.7,0.49,16.5,"R",3,"**","2",1.37
"3205",12265,613,"1",0.39,1.5,7.97,0.037,1.00998,6.1,1.97,NA,"B",2,"**","3",2.91
"3206",548,613,"1",0.33,0.19,8.24,0.027,0.9893,10.7,0.38,11.6,"R",1,"*","2",1.52
"3207",15412,612,"1",0.2,-0.89,6.95,NA,0.9918,8.2,-0.65,17,"B",3,"**","3",2.36
"3208",12255,612,"1",-0.85,1.56,7.97,0.33,0.96944,3.4,0.49,9.4,"R",2,"**","1",3.53
"3209",265,612,"1",-0.35,0.65,7.71,-0.124,0.9923,14.8,0.47,15.4,"B",2,"**","1",1.87
"3210",6879,611,"1",0.24,0.42,8.18,-0.165,0.98321,8.9,1.05,16.7,"R",6,"***","3",2.52
"3211",7596,611,"1",0.21,0.31,7.69,0.1,1.00004,11.3,-0.89,12.7,"B",1,"***","1",2.37
"3212",15096,611,"1",0.755,0,8.67,-0.513,0.9055,6.3,0.47,7.2,"MB",3,"***","2",4.9
"3213",5203,611,"1",-2.24,1.26,8.39,0.105,1.02695,8.2,-0.74,15,"MB",2,"***","2",2.12
"3214",9303,611,"1",1.1,1.94,6.96,0.376,0.98819,4.8,1.53,13.7,"B",2,"***","2",6.27
"3215",7526,610,"1",0.96,0,7.43,-0.331,0.9936,8.8,-0.49,13.9,"B",3,"****","2",1.47
"3216",2253,610,"1",0.32,0.32,8.62,0.527,0.99266,9,0.36,11.8,"MB",1,"***","2",2.16
"3217",13379,609,"1",0.18,0.45,7.88,0.034,0.9733,6,-0.84,16.4,"R",1,"*","2",2.82
"3218",4287,609,"1",0.19,0.32,8.12,0.041,0.96895,11.3,NA,11.4,"M",2,"*","2",3.28
"3219",15050,609,"1",-0.22,1.88,7.23,-0.368,0.99074,6.3,0.44,12.2,"M",2,"***","1",3.49
"3220",14409,609,"1",0.855,0.09,7.91,0.076,1.03737,10.9,0.23,12.7,"R",2,"***","2",4.08
"3221",2420,609,"1",0.2,0.15,8.32,0.292,0.95075,4.6,-0.7,9.9,"R",2,"*","3",1
"3222",5566,609,"1",0.16,1.58,7.97,0.025,1.00787,15.9,1.79,NA,"B",4,"***","1",2.46
"3223",4252,609,"1",0.25,-0.41,7.4,0.052,0.99782,8.3,0.45,9.2,"B",2,"****","1",2.89
"3224",6151,608,"1",0.25,-0.81,7.52,-0.066,0.99114,13.2,0.58,13.5,"M",2,"**","2",2.36
"3225",1331,608,"1",0.49,0.58,7.77,0.039,0.9978,14.9,0.49,15.6,"B",4,"**","1",1
"3226",6629,608,"1",0.22,1.64,8.05,-0.205,0.9978,6.2,-0.75,9,"R",3,"***","3",3.28
"3227",9289,608,"1",0.32,-0.2,7.61,0.372,1.03657,8.7,1.82,11.2,"R",2,"***","1",2.4
"3228",2328,607,"1",0.355,0.35,7.72,-0.384,0.98822,12.3,0.46,17,"R",2,"**","2",1.52
"3229",4409,607,"1",-0.29,0.49,7.78,0.047,0.99178,3.4,0.48,11.1,"B",3,"**","2",1.56
"3230",1547,607,"1",-0.68,0.51,7.64,0.044,1.0226,8.6,0.47,9.2,"B",2,NA,"2",5.12
"3231",10079,607,"1",-2.17,-1.82,7.42,0.056,0.99825,9.2,-0.21,NA,"M",3,"**","3",4.01
"3232",9692,606,"1",0.24,0.28,8.65,0.046,1.03696,15,0.72,15.3,"R",2,"*","1",2.12
"3233",9655,606,"1",0.25,0.12,6.93,0.324,0.95451,5.1,0.87,11.5,"R",3,"**","3",1.34
"3234",3326,606,"1",-0.97,-0.61,7.21,-0.172,0.98986,14.8,-2.71,18.4,"R",2,NA,"1",1.36
"3235",15007,606,"1",-0.08,0.97,7.78,0.05,0.95849,3.4,0.49,16.6,"R",3,"***","1",1.79
"3236",15479,605,"1",0.21,0.4,8.47,-0.242,0.9928,14.2,0.43,15.2,"R",3,"*","3",5.1
"3237",11227,605,"1",0.69,-0.2,8.38,0.05,0.97335,7.1,0.53,11.2,"R",3,"**","3",1.8
"3238",397,605,"1",0.33,0.3,8.13,0.036,0.99028,7.1,2.38,12.5,"R",2,"***",NA,4.31
"3239",1294,604,"1",0.26,0.47,8.27,-0.283,0.99659,9.3,0.56,9.8,"B",2,"**","2",3.43
"3240",685,604,"1",-1.89,-1.13,7.35,0.047,0.99252,7,0.57,15.2,"MB",3,"***","2",1.48
"3241",50,604,"1",1.65,-2.75,8.65,-0.002,0.9893,7.5,NA,9.7,"R",3,"*","3",3.2
"3242",3890,604,"1",0.91,-0.44,8.32,-0.375,1.0324,7.1,0.47,8.2,"B",2,"***","1",4.05
"3243",14542,603,"1",-0.54,0.44,7.89,0.478,0.99564,8,0.38,12.6,"M",2,"***","3",3.6
"3244",11946,603,"1",-0.3,0.41,6.97,-0.357,0.9929,9.5,1.96,16.8,"R",3,"***","1",1.81
"3245",12080,603,"1",0.26,1.19,7.35,0.163,0.99596,13.7,NA,14.4,"R",1,NA,"1",1.17
"3246",12141,602,"1",-1.09,0.18,7.77,0.028,0.99156,11,0.59,14.1,"R",1,"*","3",3.57
"3247",535,602,"1",0.26,0.69,7.97,-0.66,0.9925,6.5,0.54,10.1,"B",2,"**","2",3.79
"3248",8107,602,"1",0.26,0.61,6.78,0.066,1.00161,13.4,0.87,13.5,"B",6,"**","1",1
"3249",8425,602,"1",0.21,1.22,7.34,-0.424,0.99215,6,0.39,10.8,"R",3,"**","2",2.32
"3250",13906,601,"1",0.32,0.13,8.1,0.443,0.99184,11.4,0.38,12.2,"B",1,"**","2",2.06
"3251",6359,601,"1",1.45,-0.12,7.3,0.588,0.9929,4.4,-0.05,13.3,"R",3,"***","1",1.03
"3252",9391,601,"1",0.33,-2.01,7.04,0.04,0.9989,13.7,1.13,17.7,"R",3,"*","2",6.03
"3253",5726,601,"1",0.77,1.03,6.79,-0.173,1.0006,6.4,NA,9.7,"R",3,"**","2",1.57
"3254",2484,601,"1",-2.43,-0.04,7.98,0.032,0.9963,4.9,0.51,9.8,"R",3,"**","2",2.38
"3255",4804,601,"1",0.17,0.3,7.22,0.56,0.99095,6.6,-1.26,NA,"B",2,"****","1",1.18
"3256",15362,601,"1",0.2,0.33,8.29,0.049,0.9944,8.6,0.36,9.8,"B",5,"****","2",1.53
"3257",4481,600,"1",1.045,0.36,8.44,0.552,0.9913,6.4,0.36,14.4,"R",4,"***",NA,1.21
"3258",9469,600,"1",1.28,0.36,7.82,0.043,1.005,11.8,2.05,15.4,"R",3,NA,"3",3.58
"3259",1282,600,"1",0.33,-0.58,8.02,0.368,0.99592,10.8,2.92,11.7,"B",4,"***","2",4.29
"3260",4862,599,"1",1.06,1.72,8.11,0.488,1.03983,13.5,0.91,14.1,"M",2,"**","1",2
"3261",15553,599,"1",1.68,1.88,7.32,0.079,0.9898,8,0.4,12.5,"B",2,NA,"3",1.65
"3262",1129,599,"1",1.81,-1.11,7.86,0.064,0.94746,7.6,0.93,8.6,"M",2,"**","2",2.84
"3263",5012,599,"1",1.02,1.15,8.07,0.058,0.99198,8.3,1.08,10.6,"B",2,"**","2",4.42
"3264",2913,599,"1",0.33,-0.55,7.96,0.052,0.99657,6.9,0.65,9.5,"R",2,"*","1",2.39
"3265",7954,599,"1",1.55,-1.05,8.55,-0.923,1.02685,6.3,0.5,7.6,"B",3,"*","1",1.1
"3266",14320,599,"1",0.21,1.16,8.15,-0.213,0.9972,6.5,1.3,10.2,"R",4,"*","2",2.39
"3267",14549,599,"1",0.66,0,6.69,-0.544,1.00698,13.3,0.5,20.4,"R",2,"**","3",1.22
"3268",14101,599,"1",0.25,0.3,8.27,-0.315,0.97909,11.4,0.66,12.3,"R",2,NA,"2",1.01
"3269",2947,599,"1",-1.1,-0.94,8.45,0.036,0.9932,8.4,0.01,10.5,"B",4,"**","3",4.08
"3270",10189,599,"1",-0.32,0.26,8.01,0.086,0.98038,5.3,0.42,7.6,"R",3,"*","3",1
